mean,title
4.25,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)"
4.25,"Timecrimes (Cronocrímenes, Los) (2007)"
3.4,One Night at McCool's (2001)
3.4,Grown Ups 2 (2013)
3.4,Paranormal Activity (2009)
3.4,Pirate Radio (2009)
4.25,Knockin' on Heaven's Door (1997)
4.25,Searching for Sugar Man (2012)
3.4,"Prince of Tides, The (1991)"
3.4,"Pink Panther Strikes Again, The (1976)"
3.4,Gia (1998)
3.4,Mo' Better Blues (1990)
3.4,"House of the Spirits, The (1993)"
2.12,"Toxic Avenger, The (1985)"
3.4,"Spiderwick Chronicles, The (2008)"
4.25,The Night Before (2015)
4.25,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000)
3.4,French Twist (Gazon maudit) (1995)
3.4,Threesome (1994)
4.25,"Man Who Fell to Earth, The (1976)"
4.25,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)"
4.25,Sanjuro (Tsubaki Sanjûrô) (1962)
2.43,Duplex (2003)
2.43,Vampires (1998)
2.43,Major League: Back to the Minors (1998)
2.43,"Nightmare on Elm Street 4: The Dream Master, A (1988)"
2.75,Terminal Velocity (1994)
4.12,Louis C.K.: Oh My God (2013)
4.12,DiG! (2004)
4.12,Manderlay (2005)
4.12,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
4.12,"Circus, The (1928)"
4.12,Animal Crackers (1930)
4.12,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
2.75,Abraham Lincoln: Vampire Hunter (2012)
4.12,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
4.12,Baraka (1992)
1.83,Undercover Brother (2002)
4.12,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
4.12,Gods and Monsters (1998)
2.75,Nothing in Common (1986)
4.12,Party Girl (1995)
2.06,Project X (2012)
4.12,It Follows (2014)
2.75,"Bounty Hunter, The (2010)"
4.12,Kagemusha (1980)
4.12,Sweet Smell of Success (1957)
2.75,School Ties (1992)
4.12,Nebraska (2013)
1.83,Jane Austen's Mafia! (1998)
2.75,Furious 7 (2015)
4.12,"Visitors, The (Visiteurs, Les) (1993)"
4.12,Citizen Ruth (1996)
4.12,Out of the Past (1947)
4.12,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
4.12,Gifted (2017)
3.3,Riddick (2013)
2.36,Percy Jackson & the Olympians: The Lightning Thief (2010)
3.3,Coming Home (1978)
2.36,Star Wars: The Clone Wars (2008)
3.3,Running Scared (2006)
3.3,Visitor Q (Bizita Q) (2001)
3.3,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
3.3,"Greatest Game Ever Played, The (2005)"
3.3,The Falcon and the Snowman (1985)
3.3,13 Hours (2016)
2.36,Blind Date (1987)
3.3,We Bought a Zoo (2011)
2.36,Waiting to Exhale (1995)
3.3,Don't Breathe (2016)
3.3,Outfoxed: Rupert Murdoch's War on Journalism (2004)
3.3,"Purge: Anarchy, The (2014)"
3.3,Walk Hard: The Dewey Cox Story (2007)
2.67,Little Big League (1994)
2.67,Morning Glory (2010)
3.2,Premium Rush (2012)
3.2,Kiss of Death (1995)
4.0,"Samouraï, Le (Godson, The) (1967)"
3.2,"Walk on the Moon, A (1999)"
3.2,Saw IV (2007)
2.67,"Monuments Men, The (2014)"
3.2,East is East (1999)
4.0,"Celluloid Closet, The (1995)"
4.0,Doctor Who: The Runaway Bride (2007)
4.0,Riding Giants (2004)
2.67,Transporter 3 (2008)
3.2,Hollywoodland (2006)
4.0,Enemy Mine (1985)
3.2,"New World, The (2005)"
2.67,Made (2001)
2.67,"Object of My Affection, The (1998)"
4.0,Anatomy of a Murder (1959)
3.2,Funny Games (1997)
2.67,Dreamscape (1984)
3.2,Blink (1994)
4.0,Throne of Blood (Kumonosu jô) (1957)
3.2,Red 2 (2013)
3.2,Mumford (1999)
4.0,Gigantic (A Tale of Two Johns) (2002)
3.2,Pain & Gain (2013)
4.0,Wolf Children (Okami kodomo no ame to yuki) (2012)
3.2,Anchors Aweigh (1945)
2.67,Daddy's Home (2015)
4.0,"Painted Veil, The (2006)"
3.2,Lovely & Amazing (2001)
2.67,30 Minutes or Less (2011)
4.0,"Bad Seed, The (1956)"
4.0,The Big Sick (2017)
4.0,Priest (1994)
3.2,Jimmy Neutron: Boy Genius (2001)
3.2,"Queen Margot (Reine Margot, La) (1994)"
4.0,Carnage (2011)
3.2,Silverado (1985)
2.67,World Trade Center (2006)
4.0,Zulu (1964)
3.2,Taxi (1998)
4.0,Happy Accidents (2000)
3.2,Australia (2008)
2.67,Fantastic Voyage (1966)
4.0,Where Eagles Dare (1968)
4.0,Escape Plan (2013)
3.2,Duel (1971)
4.0,"Weather Underground, The (2002)"
2.67,Bulletproof (1996)
3.2,"Tailor of Panama, The (2001)"
3.2,Joy (2015)
4.0,13 Assassins (Jûsan-nin no shikaku) (2010)
2.67,"Switch, The (2010)"
2.67,American Ultra (2015)
2.67,Bandits (2001)
4.0,Cinemania (2002)
4.0,Doctor Who: The Waters of Mars (2009)
4.0,Pirates of Silicon Valley (1999)
4.0,The Diary of Anne Frank (1959)
4.0,My Wife is an Actress (Ma Femme est une Actrice) (2001)
4.0,Valmont (1989)
4.0,Paddington (2014)
2.29,Iron Eagle (1986)
2.29,Dead Man on Campus (1998)
2.29,Stealing Harvard (2002)
2.29,Transcendence (2014)
2.29,Chicken Little (2005)
2.58,D2: The Mighty Ducks (1994)
2.58,Friday the 13th Part IV: The Final Chapter (1984)
2.58,Ju-on: The Grudge (2002)
2.58,Holy Man (1998)
2.58,Pixels (2015)
2.58,AVPR: Aliens vs. Predator - Requiem (2007)
2.58,Stick It (2006)
2.58,I'll Do Anything (1994)
3.88,Iris (2001)
3.1,Hart's War (2002)
3.88,Bagdad Cafe (Out of Rosenheim) (1987)
1.94,Cheaper by the Dozen (2003)
3.1,My Stepmother Is an Alien (1988)
3.88,Breakfast on Pluto (2005)
3.88,Topsy-Turvy (1999)
3.1,"Butcher's Wife, The (1991)"
3.88,"Man on the Train (Homme du train, L') (2002)"
2.21,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
3.88,I Saw the Devil (Akmareul boatda) (2010)
3.1,Freeway (1996)
3.1,Let's Be Cops (2014)
3.88,Saboteur (1942)
3.88,Kiss of the Spider Woman (1985)
2.21,Cujo (1983)
3.88,Dear Zachary: A Letter to a Son About His Father (2008)
3.88,Born into Brothels (2004)
3.88,Jonestown: The Life and Death of Peoples Temple (2006)
3.88,Taxi 2 (2000)
2.21,Friday the 13th Part 3: 3D (1982)
3.88,Brooklyn (2015)
3.88,Ride with the Devil (1999)
3.1,Whip It (2009)
3.1,I Am Number Four (2011)
3.1,Moscow on the Hudson (1984)
3.88,Carnival of Souls (1962)
3.1,Babes in Toyland (1961)
3.1,Joy Ride (2001)
3.88,Better Luck Tomorrow (2002)
3.1,Marvin's Room (1996)
1.94,Big Top Pee-Wee (1988)
2.21,Spy Kids 2: The Island of Lost Dreams (2002)
3.88,"Best Exotic Marigold Hotel, The (2011)"
3.1,"Funny Thing Happened on the Way to the Forum, A (1966)"
3.88,"Odessa File, The (1974)"
3.1,Dreamgirls (2006)
3.1,Riding in Cars with Boys (2001)
3.88,Live Flesh (Carne trémula) (1997)
3.1,Melinda and Melinda (2004)
3.88,Pierrot le fou (1965)
2.21,"Man Who Knew Too Little, The (1997)"
3.88,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)"
3.88,Citizenfour (2014)
2.21,North (1994)
3.88,Sex and Lucia (Lucía y el sexo) (2001)
3.88,Little Children (2006)
3.1,Dr. Seuss' The Lorax (2012)
1.94,Jack Frost (1998)
3.88,The Emperor's Club (2002)
3.88,Tape (2001)
3.0,Batman (1966)
3.75,Hustle & Flow (2005)
3.75,Fresh (1994)
3.75,"Big Year, The (2011)"
3.75,Brother (2000)
3.75,On the Town (1949)
2.5,"Pallbearer, The (1996)"
3.75,Me and You and Everyone We Know (2005)
3.75,Abbott and Costello Meet Frankenstein (1948)
3.0,Big Fat Liar (2002)
3.75,"Sure Thing, The (1985)"
3.0,Inventing the Abbotts (1997)
3.75,One False Move (1992)
3.75,"Ten Commandments, The (1956)"
3.75,Wild Strawberries (Smultronstället) (1957)
3.0,Eddie (1996)
3.75,Dying Young (1991)
3.0,Cabaret (1972)
3.75,McCabe & Mrs. Miller (1971)
3.0,Waltz with Bashir (Vals im Bashir) (2008)
3.0,Down and Out in Beverly Hills (1986)
3.75,Sing (2016)
3.75,"Horse Whisperer, The (1998)"
1.88,Home Alone 3 (1997)
3.75,Shame (2011)
3.75,Call Me by Your Name (2017)
3.0,Pumpkin (2002)
3.75,T2: Trainspotting (2017)
3.0,Ip Man 2 (2010)
3.0,Slither (2006)
2.5,Colombiana (2011)
2.5,Justice League (2017)
3.75,Time After Time (1979)
3.0,Dorian Gray (2009)
3.0,Youth in Revolt (2009)
3.0,Erik the Viking (1989)
3.0,"Happening, The (2008)"
3.75,Funny Girl (1968)
3.0,Another 48 Hrs. (1990)
3.0,The Greatest Showman (2017)
3.75,Freedom Writers (2007)
3.75,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)"
3.75,Notes on a Scandal (2006)
3.75,11:14 (2003)
3.75,Project Almanac (2015)
3.75,"Lust, Caution (Se, jie) (2007)"
3.75,Hud (1963)
3.0,Wanderlust (2012)
3.0,North Dallas Forty (1979)
3.75,The Lair of the White Worm (1988)
3.0,Out Cold (2001)
3.75,"Wind That Shakes the Barley, The (2006)"
3.75,"Play It Again, Sam (1972)"
2.5,Heavyweights (Heavy Weights) (1995)
3.75,My Man Godfrey (1936)
3.75,Seven Brides for Seven Brothers (1954)
3.75,Kinky Boots (2005)
3.0,Driven (2001)
3.0,Tin Men (1987)
3.0,Selena (1997)
3.75,"Merchant of Venice, The (2004)"
3.75,Von Ryan's Express (1965)
2.5,Dark Shadows (2012)
3.75,"Return of the Living Dead, The (1985)"
2.14,RocketMan (a.k.a. Rocket Man) (1997)
2.14,"Nightmare on Elm Street 5: The Dream Child, A (1989)"
2.14,McHale's Navy (1997)
2.14,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005)
2.14,Simone (S1m0ne) (2002)
2.14,Police Academy 4: Citizens on Patrol (1987)
2.9,For Richer or Poorer (1997)
2.9,Hansel & Gretel: Witch Hunters (2013)
3.62,21 and Over (2013)
2.9,CB4 - The Movie (1993)
2.42,"Return of Jafar, The (1994)"
3.62,Lost and Delirious (2001)
3.62,In Cold Blood (1967)
3.62,Gray's Anatomy (1996)
3.62,"Way We Were, The (1973)"
2.9,"Sitter, The (2011)"
3.62,Marnie (1964)
3.62,How to Get Ahead in Advertising (1989)
3.62,"Hitcher, The (1986)"
3.62,Irma la Douce (1963)
3.62,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
2.9,"Legend of Zorro, The (2005)"
2.9,Beaches (1988)
2.9,Short Circuit 2 (1988)
3.62,Lawless (2012)
3.62,Central Intelligence (2016)
2.9,Max (2002)
1.81,Dennis the Menace (1993)
3.62,Sex Drive (2008)
4.83,What We Do in the Shadows (2014)
3.62,Dummy (2002)
2.9,"Howling, The (1980)"
2.9,Super (2010)
3.62,All Is Lost (2013)
3.62,Session 9 (2001)
2.42,Hellraiser: Bloodline (1996)
3.62,O (2001)
2.9,"Shaggy Dog, The (1959)"
2.9,Krull (1983)
2.9,Jennifer 8 (1992)
2.9,Wild (2014)
2.42,Beyond Rangoon (1995)
2.07,Crossroads (2002)
2.42,Bounce (2000)
2.9,Maximum Risk (1996)
2.9,Manchester by the Sea (2016)
2.07,"Jerky Boys, The (1995)"
2.42,Cat's Eye (1985)
2.42,That Darn Cat! (1965)
3.62,Away from Her (2006)
3.62,Blow Out (1981)
2.42,"Scarlet Letter, The (1995)"
2.9,"Baby-Sitters Club, The (1995)"
3.62,"Guard, The (2011)"
3.62,Play Misty for Me (1971)
3.62,"Goods: Live Hard, Sell Hard, The (2009)"
3.62,Beginners (2010)
2.9,Bachelor Party (1984)
3.62,Easy Money (1983)
3.62,And Then There Were None (1945)
2.9,"Great Outdoors, The (1988)"
2.9,Pollyanna (1960)
4.83,Bad Boy Bubby (1993)
3.62,"Tinker, Tailor, Soldier, Spy (1979)"
2.33,"Babysitter, The (1995)"
2.33,Hide and Seek (2005)
2.33,Snow Dogs (2002)
2.33,"Invention of Lying, The (2009)"
4.67,Son of Rambow (2007)
2.33,Daddy Day Care (2003)
2.33,RoboCop (2014)
2.33,"Air Up There, The (1994)"
4.67,Dog Soldiers (2002)
4.67,"Long Goodbye, The (1973)"
2.33,She-Devil (1989)
2.33,Even Cowgirls Get the Blues (1993)
4.67,Children of the Corn IV: The Gathering (1996)
4.67,"Chorus Line, A (1985)"
3.5,"Thing from Another World, The (1951)"
3.5,"New York, I Love You (2009)"
3.5,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)"
3.5,Eyes of Laura Mars (1978)
3.5,"Paris, Texas (1984)"
2.8,Mighty Joe Young (1998)
2.8,Into the Woods (2014)
3.5,Rollerball (1975)
2.0,Without a Paddle (2004)
2.8,Geronimo: An American Legend (1993)
2.8,For Love or Money (1993)
3.5,"River, The (1984)"
2.8,Noah (2014)
2.8,Princess Caraboo (1994)
3.5,Losing Isaiah (1995)
2.0,"NeverEnding Story III, The (1994)"
3.5,Carnal Knowledge (1971)
2.8,Babylon 5: In the Beginning (1998)
3.5,"Luzhin Defence, The (2000)"
3.5,We Need to Talk About Kevin (2011)
3.5,Class (1983)
3.5,"Thing, The (2011)"
2.8,"Seventh Sign, The (1988)"
3.5,Step Up (2006)
2.8,Birthday Girl (2001)
2.8,"Beastmaster, The (1982)"
2.0,Jawbreaker (1999)
3.5,Black Snake Moan (2006)
3.5,Bride Wars (2009)
3.5,Penelope (2006)
3.5,Tower Heist (2011)
3.5,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)"
3.5,Ruby in Paradise (1993)
3.5,Why We Fight (2005)
3.5,Buried (2010)
2.8,Safe (1995)
3.5,"Duchess, The (2008)"
3.5,Ruby Sparks (2012)
3.5,"Duck, You Sucker (1971)"
3.5,"House of Yes, The (1997)"
3.5,Outside Providence (1999)
3.5,Youth (2015)
3.5,Amy (2015)
3.5,Confessions of a Shopaholic (2009)
2.8,Alien: Covenant (2017)
3.5,I Shot Andy Warhol (1996)
3.5,Elizabethtown (2005)
3.5,Owning Mahowny (2003)
3.5,Dracula Untold (2014)
3.5,Gorky Park (1983)
3.5,Less Than Zero (1987)
2.8,Palmetto (1998)
2.8,Larger Than Life (1996)
3.5,Millions (2004)
3.5,North Country (2005)
3.5,Possession (2002)
3.5,"Hidden, The (1987)"
3.5,Ready Player One
3.5,Away We Go (2009)
2.8,Blue Valentine (2010)
3.5,To Have and Have Not (1944)
3.5,Mrs. Dalloway (1997)
3.5,Farscape: The Peacekeeper Wars (2004)
3.38,Trekkies (1997)
3.38,Water for Elephants (2011)
4.5,Doctor Who: The Time of the Doctor (2013)
4.5,BURN-E (2008)
3.38,Scoop (2006)
3.38,Untamed Heart (1993)
3.38,"Alamo, The (1960)"
2.7,Rush Hour 3 (2007)
3.38,"Mechanic, The (2011)"
3.38,"Christmas Carol, A (1938)"
4.5,The Man from Nowhere (2010)
2.25,"Getaway, The (1994)"
2.25,Highlander: Endgame (Highlander IV) (2000)
3.38,"Monster, The (Mostro, Il) (1994)"
4.5,Doctor Who: Voyage Of The Damned (2007)
4.5,Encounters at the End of the World (2008)
3.38,Fist of Legend (Jing wu ying xiong) (1994)
2.7,Mr. Popper's Penguins (2011)
3.38,Velvet Goldmine (1998)
3.38,Traitor (2008)
3.38,"Man from Snowy River, The (1982)"
3.38,Fury (1936)
1.35,Spice World (1997)
4.5,"Stunt Man, The (1980)"
2.7,Feeling Minnesota (1996)
4.5,Anne of Green Gables (1985)
3.38,Blue Jasmine (2013)
4.5,Harakiri (Seppuku) (1962)
4.5,3-Iron (Bin-jip) (2004)
2.7,Open Water (2003)
3.38,"Boondock Saints II: All Saints Day, The (2009)"
4.5,"Babadook, The (2014)"
3.38,Spriggan (Supurigan) (1998)
4.5,"Last Days of Disco, The (1998)"
3.38,"Closet, The (Placard, Le) (2001)"
3.38,10 (1979)
2.7,Taken 3 (2015)
2.7,"Medallion, The (2003)"
2.25,Ready to Rumble (2000)
3.38,"Crazies, The (2010)"
3.38,"Last Unicorn, The (1982)"
3.38,Nothing to Lose (1997)
4.5,Flickering Lights (Blinkende lygter) (2000)
2.7,Newsies (1992)
2.7,Purple Rain (1984)
2.7,Tremors II: Aftershocks (1996)
4.5,84 Charing Cross Road (1987)
3.38,Femme Fatale (2002)
3.38,Kissing Jessica Stein (2001)
3.38,Ice Princess (2005)
3.38,Safe House (2012)
3.38,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)
3.38,"Incredible Journey, The (1963)"
2.7,Magic Mike (2012)
3.38,House Arrest (1996)
3.38,"Mirror Has Two Faces, The (1996)"
3.38,Fitzcarraldo (1982)
2.25,"Amityville Horror, The (2005)"
3.38,Sunshine Cleaning (2008)
3.38,Chocolat (1988)
3.38,Gridlock'd (1997)
2.7,Until the End of the World (Bis ans Ende der Welt) (1991)
3.38,Radioland Murders (1994)
3.38,"Bell, Book and Candle (1958)"
3.38,"Dream Team, The (1989)"
3.38,Zathura (2005)
2.25,Blank Check (1994)
1.93,Mortal Kombat: Annihilation (1997)
2.17,Big Trouble (2002)
3.25,Wolf Creek (2005)
3.25,Taking Lives (2004)
4.33,Underground (1995)
2.6,Prime (2005)
2.6,Ed (1996)
3.25,Non-Stop (2014)
3.25,The Gift (2015)
4.33,Mud (2012)
3.25,Welcome to Mooseport (2004)
2.6,Ghosts of Mars (2001)
3.25,Mr. Peabody & Sherman (2014)
3.25,Derailed (2005)
2.17,"You, Me and Dupree (2006)"
3.25,Tsotsi (2005)
3.25,"Shape of Things, The (2003)"
4.33,Hope and Glory (1987)
2.6,Wild America (1997)
3.25,Slacker (1991)
3.25,"They Shoot Horses, Don't They? (1969)"
2.6,Booty Call (1997)
4.33,"Brothers Bloom, The (2008)"
3.25,Helvetica (2007)
4.33,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)"
3.25,Friday the 13th Part VI: Jason Lives (1986)
3.25,Can't Buy Me Love (1987)
4.33,"Nut Job, The (2014)"
4.33,L.I.E. (2001)
3.25,Hoodwinked! (2005)
4.33,Europa Europa (Hitlerjunge Salomon) (1990)
2.17,SpaceCamp (1986)
3.25,Kundun (1997)
3.25,Spanking the Monkey (1994)
3.25,Goon (2011)
4.33,Love & Mercy (2014)
2.17,Cursed (2005)
3.25,Morvern Callar (2002)
4.33,"Return, The (Vozvrashcheniye) (2003)"
4.33,Running on Empty (1988)
3.25,U2: Rattle and Hum (1988)
2.6,Stuart Little 2 (2002)
4.33,Phantom of the Paradise (1974)
3.25,Airport '77 (1977)
4.33,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
4.33,"Separation, A (Jodaeiye Nader az Simin) (2011)"
4.33,Raiders of the Lost Ark: The Adaptation (1989)
4.33,The Salt of the Earth (2014)
2.6,Sex Tape (2014)
4.33,The Importance of Being Earnest (1952)
4.33,Frank (2014)
1.44,Stuart Saves His Family (1995)
4.33,Trust (1990)
2.6,Celebrity (1998)
3.25,Night Watch (Nochnoy dozor) (2004)
2.6,Neighbors 2: Sorority Rising (2016)
3.25,Alfie (1966)
3.25,Brokedown Palace (1999)
3.25,Little Buddha (1993)
3.25,Friends with Money (2006)
1.86,Highlander II: The Quickening (1991)
2.17,Bride of Chucky (Child's Play 4) (1998)
4.33,"Dinner Game, The (Dîner de cons, Le) (1998)"
1.86,"Texas Chainsaw Massacre, The (2003)"
3.25,Saturn 3 (1980)
3.25,100 Girls (2000)
3.25,Halloween (2007)
2.6,Slackers (2002)
1.86,In the Army Now (1994)
2.17,Poison Ivy (1992)
4.33,Akira Kurosawa's Dreams (Dreams) (1990)
1.86,"Master of Disguise, The (2002)"
3.25,Cashback (2006)
3.25,Death at a Funeral (2007)
4.33,Control Room (2004)
3.25,Sin City: A Dame to Kill For (2014)
2.6,Deep Red (Profondo rosso) (1975)
3.25,Good Luck Chuck (2007)
3.25,"Original Kings of Comedy, The (2000)"
3.25,Life (1999)
2.17,"Crush, The (1993)"
4.33,Career Girls (1997)
3.25,"Purge, The (2013)"
3.25,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
4.17,Adam's Apples (Adams æbler) (2005)
4.17,"Sacrifice, The (Offret - Sacraficatio) (1986)"
4.17,Jackass 2.5 (2007)
2.08,Revenge of the Nerds II: Nerds in Paradise (1987)
4.17,3 Women (Three Women) (1977)
4.17,Triumph of the Will (Triumph des Willens) (1934)
4.17,Dogfight (1991)
4.17,Submarine (2010)
2.08,Ernest Scared Stupid (1991)
4.17,High Sierra (1941)
4.17,"Bittersweet Life, A (Dalkomhan insaeng) (2005)"
4.17,"Mirror, The (Zerkalo) (1975)"
2.08,Club Dread (2004)
4.17,"Endless Summer, The (1966)"
4.17,Seeking a Friend for the End of the World (2012)
4.17,Everybody Wants Some (2016)
2.08,Monkeybone (2001)
4.17,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
4.17,Interiors (1978)
2.08,"Good Day to Die Hard, A (2013)"
4.17,Lagaan: Once Upon a Time in India (2001)
4.17,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)"
4.17,Alice Doesn't Live Here Anymore (1974)
4.17,Geri's Game (1997)
4.17,Game of Death (1978)
4.17,Indochine (1992)
4.17,Repulsion (1965)
4.17,Ninja Assassin (2009)
2.08,3 Ninjas (1992)
4.17,Stage Door (1937)
4.17,Sleuth (1972)
4.17,Heima (2007)
4.17,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
4.17,Dangerous Beauty (1998)
4.17,Time of the Gypsies (Dom za vesanje) (1989)
2.08,Missing in Action (1984)
2.08,Meatballs Part II (1984)
4.17,"Duellists, The (1977)"
4.17,I Am Trying to Break Your Heart (2002)
4.17,Control (2007)
4.17,Silkwood (1983)
4.17,"Harder They Come, The (1973)"
3.12,Divine Secrets of the Ya-Ya Sisterhood (2002)
2.5,Sleeping with the Enemy (1991)
3.12,That Obscure Object of Desire (Cet obscur objet du désir) (1977)
2.5,PCU (1994)
3.12,Suicide Club (Jisatsu saakuru) (2001)
2.5,National Security (2003)
2.5,"Forgotten, The (2004)"
1.79,Rollerball (2002)
3.12,"Way, Way Back, The (2013)"
3.12,Gone in 60 Seconds (1974)
2.5,Don't Say a Word (2001)
2.5,Knockaround Guys (2002)
2.5,"Fog, The (1980)"
3.12,Hall Pass (2011)
3.12,The Brothers Grimsby (2016)
2.5,Police Academy 5: Assignment: Miami Beach (1988)
3.12,How to Be Single (2016)
3.12,Diabolique (Les diaboliques) (1955)
2.5,Lifeforce (1985)
2.5,Get Carter (2000)
3.12,Killing Them Softly (2012)
3.12,Music of the Heart (1999)
2.5,Madeline (1998)
1.79,Look Who's Talking Too (1990)
3.12,Mommie Dearest (1981)
2.5,Journey to the Center of the Earth (2008)
3.12,Demolition (2016)
2.5,Cop Out (2010)
2.5,Casino Royale (1967)
2.5,"Great White Hype, The (1996)"
3.12,"Synecdoche, New York (2008)"
3.12,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)"
3.12,"Ballad of Jack and Rose, The (2005)"
2.5,Hero (1992)
3.12,Why Him? (2016)
3.12,New York Stories (1989)
3.12,Kong: Skull Island (2017)
2.5,Stealth (2005)
3.12,Land of the Dead (2005)
3.12,Captain Corelli's Mandolin (2001)
3.12,13 Ghosts (1960)
3.12,In Her Shoes (2005)
2.0,Mixed Nuts (1994)
2.0,Cabin Boy (1994)
3.0,Eight Below (2006)
3.0,Unknown (2006)
4.0,Wordplay (2006)
4.0,Masterminds (2016)
4.0,"Anniversary Party, The (2001)"
4.0,Brigadoon (1954)
4.0,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001)
4.0,Your Name. (2016)
1.33,Catwoman (2004)
4.0,Enough (2002)
3.0,Stay (2005)
3.0,Wild Bill (1995)
3.0,Operation Petticoat (1959)
4.0,Wonder (2017)
4.0,"Wackness, The (2008)"
3.0,Haiku Tunnel (2001)
4.0,28 Up (1985)
4.0,To Live (Huozhe) (1994)
4.0,Bread and Roses (2000)
4.0,Stir Crazy (1980)
2.0,Tomcats (2001)
4.0,"Three Musketeers, The (1973)"
3.0,Mr. Saturday Night (1992)
4.0,The Amazing Screw-On Head (2006)
3.0,"Puppet Masters, The (1994)"
4.0,Hopscotch (1980)
3.0,Incredibles 2 (2018)
3.0,Candyman: Farewell to the Flesh (1995)
4.0,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)
4.0,35 Up (1991)
4.0,My Best Friend's Girl (2008)
3.0,Moll Flanders (1996)
3.0,Orphan (2009)
3.0,"Guardian, The (2006)"
4.0,State of Play (2009)
3.0,Girl 6 (1996)
3.0,"Lizzie McGuire Movie, The (2003)"
4.0,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009)
3.0,Death Wish (1974)
3.0,The Good Dinosaur (2015)
4.0,Shaft (1971)
4.0,Red Cliff (Chi bi) (2008)
4.0,21 Up (1977)
4.0,"Day at the Races, A (1937)"
2.0,High School High (1996)
3.0,Mirror Mirror (2012)
4.0,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)"
2.0,"Out-of-Towners, The (1999)"
4.0,Picnic at Hanging Rock (1975)
4.0,Begin Again (2013)
4.0,American: The Bill Hicks Story (2009)
4.0,"Autumn Tale, An (Conte d'automne) (1998)"
4.0,Double Team (1997)
3.0,8 Heads in a Duffel Bag (1997)
4.0,Melvin and Howard (1980)
3.0,"Skin I Live In, The (La piel que habito) (2011)"
4.0,42nd Street (1933)
4.0,Trees Lounge (1996)
4.0,"Fantastic Planet, The (Planète sauvage, La) (1973)"
